"","y1980","y1981","y1982","y1983","y1984","y1985","y1986","y1987","y1988","y1989","y1990","y1991","y1992","y1993","y1994","y1995","y1996","y1997","y1998","y1999","y2000","y2001","y2002","y2003","y2004","y2005","y2006","y2007","y2008","y2009","y2010","y2011","y2012","y2013","y2014","y2015"
"1084",NA,NA,NA,NA,NA,NA,NA,5,15,10,10,10,25,15,25,10,25,12,NA,5,10,15,15,10,NA,15,5,14,10,35,0,15,15,15,15,28
"1085",5,5,10,10,5,8,10,5,10,10,10,15,10,30,10,10,10,5,5,10,12,6,20,15,10,10,8,20,5,6,15,20,10,16,0,17
"1086",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,35,25,10,6,12,12,10,5,10,28,10,25,15,15,7,10,25,30,10,8,8,15,20,5,7
"1087",6,20,20,20,6,25,6,10,20,20,25,40,7,30,15,15,20,35,24,5,35,10,20,20,16,16,10,8,15,7,18,10,0,16,1.5,34
"1088",NA,5,12,10,5,20,10,6,6,20,10,10,25,12,10,8,15,10,15,5,2,20,0,20,10,0,15,15,15,30,5,12,9,5,5,5
"1089",15,20,10,15,10,15,5,10,0,25,10,10,5,5,10,15,10,5,10,5,15,30,10,10,5,5,5,5,10,40,14,20,0,12,18,31
"1090",15,7,15,15,15,10,5,15,8,7,0,8,17,25,5,5,5,15,10,15,20,25,10,8,5,10,0,5,36,10,15,5,30,10,8,5
"1091",3,15,10,15,5,26,5,8,1,25,5,4,11,10,0,0,10,0,2,3,0,10,15,20,5,16,13,15,14,15,5,17,5,20,11,20
"1092",NA,NA,NA,NA,5,5,5,5,10,10,15,5,15,5,0,5,0,5,5,0,10,5,5,5,15,5,5,10,15,5,5,0,5,0,10,0
"1093",NA,NA,NA,3,25,10,0,5,13,26,9,2,18,1,2,10,0,7,15,20,2,0,15,15,10,21,18,7,10,11,27,18,16,25,12,18
"1094",NA,NA,NA,17,38,30,7,15,25,15,5,50,7,10,NA,NA,NA,NA,25,15,38,10,15,25,20,4,10,30,10,10,8,15,12,35,25,12
"1095",15,10,8,5,15,15,5,5,5,5,0,5,0,0,0,0,0,10,8,2,10,5,10,5,5,5,8,7,5,45,10,10,10,0,10,15
"1096",10,25,15,20,15,20,10,15,10,40,10,8,8,10,10,5,5,10,10,12,12,30,15,25,12,17,22,20,20,30,13,15,12,30,10,15
"1097",15,10,5,0,0,25,5,10,10,30,0,25,5,7,0,5,5,7,3,3,1,14,12,11,2,5,5,5,3,10,7,12,4,18,3,17
"1098",10,10,10,10,5,15,5,5,10,0,5,0,15,3,0,5,5,0,10,0,15,15,15,10,0,0,10,10,15,30,10,10,10,10,0,15
"1099",7,10,8,20,25,30,10,10,7,7,5,5,13,15,10,10,5,20,10,5,12,15,30,5,20,15,15,30,20,25,10,5,15,10,20,26
"1100",10,20,15,15,25,20,15,25,15,15,20,20,20,15,5,10,15,10,10,15,30,15,5,15,25,10,15,35,25,5,6,8,10,15,5,15
"1101",NA,NA,NA,NA,NA,NA,NA,0,0,5,2,5,0,0,0,4,10,5,4,3,5,11,15,12,6,0,10,4,5,5,3,5,5,5,5,20
"1102",5,5,10,10,0,10,10,10,9,25,10,22,10,7,6,3,10,10,14,10,10,20,10,11,9,22,18,23,16,28,7,12,10,24,5,14
"1103",5,7,9,4,5,15,10,7,20,7,5,10,10,34,5,0,5,6,8,20,20,25,15,5,10,10,15,5,40,16,20,20,25,15,15,10
"1104",0,0,0,15,5,10,5,0,25,20,NA,15,20,0,0,15,15,0,20,0,20,25,20,5,20,15,20,5,5,10,0,5,0,0,0,10
"1105",0,0,10,5,15,10,5,5,5,2,5,5,5,25,5,10,0,0,5,5,15,5,25,10,10,201,10,10,5,15,30,25,30,5,0,10
"1106",NA,NA,NA,NA,NA,NA,5,5,5,0,15,5,24,10,5,0,0,0,15,5,5,10,10,5,4,17,5,20,23,10,10,12,5,12,10,10
"1107",15,8,10,4,15,10,8,5,10,10,5,5,15,5,5,0,5,5,10,0,10,6,5,5,5,5,4,2,3,10,15,10,5,5,5,10
"1108",10,25,20,15,15,20,6,12,13,30,10,14,13,12,6,8,0,0,15,0,15,21,20,0,0,5,0,15,15,25,5,0,10,15,5,20
"1109",7,10,7,5,3,6,10,7,12,12,5,0,5,5,5,10,10,15,10,10,5,10,10,0,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110",10,15,10,5,5,10,15,10,15,20,15,30,20,10,5,15,12,16,10,8,35,0,30,0,5,0,5,5,12,35,10,5,0,5,10,10
"1111",10,8,15,8,25,15,5,5,15,5,30,15,10,20,5,5,15,15,25,18,20,5,15,5,NA,10,10,10,10,20,20,15,5,10,5,0
"1112",2,8,15,15,25,10,12,15,20,6,15,5,25,3,5,8,5,8,15,28,8,28,15,6,40,20,17,10,1,30,0,40,25,15,5,0
"1113",10,19,10,15,5,10,8,5,5,30,10,40,40,15,5,10,10,10,5,12,15,8,15,5,5,10,1,10,5,5,5,0,5,8,17,12
"1114",15,15,10,5,5,15,15,10,15,15,30,25,15,15,10,15,15,5,10,5,20,5,15,20,5,5,10,30,20,45,10,10,5,15,10,10
"1115",10,15,10,20,0,25,8,15,0,30,12,20,10,10,15,0,10,6,15,0,10,15,20,10,8,10,15,15,15,0,10,15,10,0,0,20
"1116",20,7,8,8,10,10,10,5,15,15,15,25,15,10,10,10,5,10,15,5,35,10,15,25,5,5,5,40,10,20,10,5,8,15,20,10
"1117",5,15,9,18,9,24,5,15,10,25,7,15,10,5,0,5,15,15,25,5,10,30,25,20,20,15,20,15,15,15,12,17,8,15,10,20
"1118",5,25,5,10,0,20,5,5,20,15,20,30,20,15,5,15,15,15,5,5,25,0,10,5,20,10,0,10,0,20,13,10,0,0,15,25
"1119",NA,NA,15,5,5,8,5,2,5,10,20,30,20,15,10,10,7,10,6,9,25,25,20,NA,15,15,10,15,10,25,10,10,15,10,5,12
"1120",NA,18,5,NA,7,NA,NA,NA,NA,5,0,10,15,5,5,7,0,5,0,0,5,8,20,15,5,10,15,0,0,20,0,15,5,0,0,0
"1121",15,20,10,10,0,15,0,10,10,15,10,15,25,10,10,18,13,10,20,5,22,18,16,5,9,14,15,14,7,14,18,12,12,14,7,13
"1122",5,15,8,10,0,10,5,5,10,15,15,30,20,5,12,10,7,15,25,10,20,6,20,20,15,10,5,1,10,0,2,10,1,10,5.8,18
"1123",NA,NA,NA,NA,NA,NA,NA,10,10,25,10,10,10,10,5,5,25,0,10,8,10,0,0,0,0,5,15,10,5,25,15,5,5,5,10.5,4
"1124",15,10,20,15,5,11,13,8,9,12,28,8,16,21,8,11,6,10,17,3,21,11,11,30,16,14,8,16,10,10,22,28,22,23,26,7
"1125",10,15,35,5,40,13,13,12,10,13,23,24,8,9,2,12,15,10,14,30,9,22,9,12,14,13,9,10,13,14,12,32,24,22,39,29
"1126",NA,NA,NA,NA,NA,NA,NA,NA,3,10,30,10,15,5,5,5,0,10,12,0,15,10,24,3,9,12,9,3,12,3,6,20,0,22,10,47
"1127",20,20,22,7,7,3,0,24,8,13,9,19,6,3,18,12,0,6,12,12,37,12,12,6,11,3,12,18,12,9,3,7,NA,NA,11,NA
"1128",20,10,10,5,5,5,15,7,5,5,7,30,10,15,8,25,30,20,15,20,10,24,5,18,7,18,18,50,3,6,6,20,60,50,20,50
"1129",0,10,20,10,20,25,10,15,5,15,10,20,0,10,10,10,15,5,5,15,20,24,9,9,12,6,5,12,31,12,31,20,30,10,15,20
"1130",10,5,10,15,NA,NA,6,5,15,8,2,10,0,5,3,4,0,0,10,9,9,18,12,3,9,9,3,15,24,6,12,20,18,15,20,11
"1131",10,10,10,30,10,5,6,10,22,10,8,10,10,30,9,15,0,12,25,18,30,20,15,9,12,9,6,27,13,19,18,20,0,15,10,0
"1132",10,10,10,10,10,NA,10,NA,0,10,5,40,17,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,10,30
"1133",7,8,12,12,21,5,2,5,12,15,7,5,14,5,16,5,14,9,12,10,18,12,12,9,5,18,6,0,0,0,0,17,19,20,11,10
"1134",NA,20,0,NA,NA,0,12,0,0,0,0,0,0,9,0,0,30,4,5,10,0,24,0,3,3,40,6,NA,3,12,6,15,20,30,5,40
"1135",NA,NA,NA,NA,NA,NA,NA,12,5,30,26,15,35,10,10,10,15,15,13,18,12,9,31,15,9,6,6,6,9,3,15,25,25,10,0,15
"1136",NA,20,20,10,10,30,0,5,5,6,10,15,5,7,5,15,18,20,20,35,3,24,3,9,12,18,12,31,15,6,6,20,45,25,0,40
"1137",5,10,25,5,6,10,5,20,10,35,25,10,5,15,5,5,5,15,12,6,12,12,6,3,7,15,6,22,5,11,5,5,0,35,15,28
"1138",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,30,10,15,5,5,5,0,10,12,0,15,10,24,3,6,12,11,3,20,3,6,20,0,25,5,44
"1139",20,10,10,10,15,25,25,30,15,20,15,5,10,25,5,10,25,30,15,25,15,12,9,7,19,12,21,6,37,46,24,59,72,0,0,57
"1140",35,25,15,NA,8,15,5,25,20,5,8,6,8,10,15,9,6,3,8,10,5,4,5,15,20,17,13,17,14,12,15,22,9,20,20,15
"1141",20,20,25,10,10,15,10,20,15,15,15,10,10,10,5,8,10,10,25,10,15,25,25,35,6,10,24,10,30,15,8,10.4,9,15,15,25
"1142",10,10,40,25,20,30,5,15,35,12,10,18,15,35,10,15,8,12,10,35,28,19,20,0,19,19,20,10,0,21,3,20,25,0,5,0
"1143",5,10,10,5,0,10,5,10,0,12,20,10,12,3,10,5,5,5,10,5,8,22,8,5,12,19,0,13,25,18,17,10,23,0,10,3
"1144",60,10,10,15,15,15,15,15,5,10,12,10,20,25,15,NA,5,20,15,10,25,15,20,15,5,5,15,8,10,14,16,10,10,7,40,5
"1145",29,NA,5,15,5,20,12,12,10,10,10,20,10,5,5,5,10,5,5,5,0,5,5,0,13,0,5,10,0,10,10,10,10,0,8,0
"1146",20,15,8,8,17,5,0,5,10,5,2,10,5,5,5,10,5,3,10,6,40,5,20,8,0,7,20,10,13,10,8,16,7,11,11,13
"1147",20,15,2,5,2,0,0,10,10,0,0,10,5,0,10,0,15,0,NA,NA,14,10,10,5,0,0,0,9,5,9,8,2,0,5,2,0
"1148",5,15,10,10,7,10,5,10,15,10,5,5,5,6,5,5,NA,5,20,15,10,10,40,30,0,15,0,5,10,15,40,15,0,15,0,15
"1149",NA,NA,NA,NA,8,3,1,5,10,15,5,10,10,5,20,15,0,10,10,12,10,10,20,10,0,25,NA,NA,NA,5,3,NA,3,8,3.7,3
"1150",10,18,0,0,0,14,10,9,15,5,10,10,6,15,10,15,6,35,40,8,25,10,5,20,5,16,5,35,5,16,5,12,15,8,10,14
"1151",25,10,10,40,15,15,20,20,15,25,15,15,15,5,5,20,15,15,15,15,15,10,30,5,25,20,25,NA,40,20,20,10,15,20,10,17
"1152",15,15,12,5,10,10,15,20,15,10,0,5,10,0,5,5,0,0,0,20,45,10,10,10,25,15,5,30,15,10,12,10,0,15,5,14
"1153",NA,NA,NA,NA,NA,NA,NA,NA,NA,5,10,15,10,10,15,NA,NA,10,10,7,20,15,9,5,3,20,5,4,0,10,15,13,15,5,12,5
"1154",15,NA,NA,NA,6,10,10,NA,5,5,5,15,3,20,4,5,8,12,12,9,21,27,16,20,7,7,12,12,15,5,6,16,10,24,6,6
"1155",8,8,10,15,0,8,8,5,0,20,10,15,14,5,5,15,5,5,5,3,7,10,5,9,5,20,6,5,5,25,25,15,10,10,10,25
"1156",15,20,15,20,30,10,10,25,16,4,10,10,15,5,15,0,5,15,20,15,20,12,15,5,15,10,NA,NA,NA,NA,NA,NA,15,8,11,15
"1157",8,10,20,10,11,15,10,10,20,10,10,25,12,15,25,7,15,10,13,30,8,30,10,15,35,25,10,6,14,3,20,10,10,10,8,16
"1158",8,10,0,5,12,2,5,5,20,20,25,10,15,5,5,5,10,15,20,5,20,10,25,13,15,15,0,10,10,5,10,25,10,20,12,25
"1159",10,5,54,15,55,10,10,10,10,15,5,10,10,25,15,10,25,15,20,35,50,30,20,15,25,17,37,10,46,15,20,20,20,15,10,16
"1160",0,25,10,5,25,10,10,15,10,10,10,10,15,65,10,12,15,40,21,16,8,15,15,30,5,7,0,7,8,10,5,5,24,10,30,30
"1161",10,15,20,5,5,5,5,10,15,5,NA,10,10,10,20,10,19,8,18,13,12,28,13,24,24,16,24,7,24,18,5,20,14,12,12,20
"1162",NA,10,0,0,7,0,0,0,15,0,5,10,10,24,12,0,0,0,20,5,5,15,35,8,15,20,10,0,5,10,15,15,8,8,15,22
"1163",10,15,15,15,10,10,10,10,10,30,25,5,10,10,10,5,10,10,10,10,10,15,500,15,10,10,15,15,15,15,10,15,20,20,10,10
"1164",NA,NA,NA,NA,NA,NA,NA,NA,15,40,3,10,10,16,14,10,15,15,10,15,7,35,5,10,25,10,35,10,15,15,5,10,10,15,8,20
"1165",15,0,0,10,15,5,5,20,25,5,10,10,20,20,2,0,25,10,20,10,0,25,15,20,20,10,20,0,0,0,15,0,0,25,5,15
"1166",20,20,6,15,4,40,7,15,15,0,5,6,6,15,15,0,8,0,15,15,10,0,0,10,10,15,0,2,0,20,0,0,0,3,0,5
"1167",20,10,20,12,25,25,5,24,12,20,12,20,6,37,25,12,15,25,10,37,24,18,18,3,15,6,6,6,6,9,31,30,20,40,25,20
"1168",5,40,20,35,60,75,25,42,31,25,35,35,12,18,12,6,18,20,25,43,37,18,31,3,9,6,NA,24,NA,NA,NA,NA,NA,NA,NA,NA
"1169",12,35,12,6,5,12,5,25,18,5,20,30,25,12,12,31,18,20,18,18,24,18,24,3,37,9,20,18,12,12,12,30,25,60,10,15
"1170",12,5,12,0,25,45,6,12,12,28,12,14,23,15,9,5,10,9,10,10,10,16,15,5,14,8,11,9,11,8,14,45,9,28,24,17
"1171",11,10,10,5,10,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,5,20,8,10,5,0,5,5,35,5,24,15,20,5,6,15,8,15
"1172",8,1,10,10,10,10,10,10,5,5,10,20,10,10,10,15,0,10,15,10,15,15,5,20,20,20,15,10,25,15,10,10,10,10,15,10
"1173",25,10,5,20,8,12,6,24,15,20,15,14,10,16,8,20,3,10,5,8,15,0,14,10,0,0,0,10,3,0,10,5,5,5,3,0
"1174",20,5,7,6,25,15,10,5,10,10,5,0,0,5,0,15,15,5,0,0,10,15,15,10,10,1,1,9,8,26,10,7,14,30,23,13
"1175",10,15,10,5,10,8,6,10,12,20,15,5,5,10,8,5,8,5,15,2,6,10,15,0,5,5,2,20,0,10,6,0,15,20,5,3
"1176",NA,NA,NA,NA,NA,NA,NA,10,10,15,30,20,5,15,10,10,10,5,30,10,50,20,20,5,10,5,10,30,5,5,20,5,10,15,10,2.5
"1177",0,0,10,10,5,30,5,5,18,10,20,15,5,10,15,0,0,5,0,5,20,10,20,10,12,0,5,20,15,20,5,20,0,0,10,15
"1178",30,30,15,5,7,7,7,5,5,5,20,10,40,5,30,5,10,0,20,20,5,25,20,0,0,0,0,0,30,0,5,15,12,25,10,8
"1179",24,0,5,10,25,10,7,5,5,0,10,5,10,0,5,10,0,0,5,0,10,0,10,10,0,0,5,20,5,10,10,25,5,5,0,0
"1180",16,32,10,5,22,20,20,10,15,8,10,10,14,10,10,0,0,5,15,3,5,5,10,0,0,5,5,35,17,26,1,20,15,15,0,10
"1181",10,0,0,4,10,8,3,15,16,5,10,0,6,5,9,3,0,5,10,20,5,5,5,20,0,5,10,5,5,10,10,0,15,18,20,10
"1182",10,10,20,18,25,15,2,12,15,5,5,5,15,5,15,15,35,46,20,12,25,20,15,20,15,14,15,26,23,12,8,13,16,17,14,22
"1183",10,15,10,15,5,10,5,0,5,10,5,3,10,15,0,0,24,9,5,0,5,8,12,5,8,10,7,15,10,10,6,10,25,12,5,5
"1184",NA,NA,NA,NA,NA,15,5,10,10,5,15,0,15,5,20,15,15,5,35,5,25,20,10,0,8,0,0,0,0,0,0,0,0,0,0,0
"1185",15,0,0,NA,0,5,5,0,15,5,NA,20,NA,10,5,10,5,5,10,5,30,20,15,15,8,5,5,0,0,NA,15,0,5,3,NA,6
"1186",20,3,15,5,5,5,3,NA,NA,10,3,10,2,15,10,10,20,20,15,20,20,10,15,10,15,10,20,12,10,20,7,7,20,0,10,15
"1187",5,10,15,10,35,25,10,30,30,18,10,20,5,15,5,0,12,20,40,30,25,10,15,25,25,0,10,15,15,5,10,25,10,25,10,15
"1188",NA,NA,NA,NA,NA,NA,NA,15,5,35,18,5,10,10,5,10,5,25,20,30,15,10,20,20,15,30,10,15,5,15,10,15,10,12,5,15
"1189",10,10,30,NA,30,15,10,5,5,12,11,10,20,8,10,10,50,10,15,28,35,20,35,15,10,12,18,40,30,13,12,11,15,38,9,19
"1190",10,15,7,15,10,10,15,5,5,8,10,15,10,10,10,7,10,20,10,15,15,20,30,5,20,10,20,10,8,15,10,17,25,14,12,15
"1191",10,5,15,15,20,10,10,15,10,15,10,20,10,15,10,NA,8,6,14,20,15,16,14,20,10,17,15,16,12,15,13,15,30,10,15,12
"1192",25,12,12,10,15,10,5,15,5,15,10,25,10,25,10,10,20,10,20,20,30,15,0,4,17,14,15,33,22,12,5,10.4,5.8,29,4.6,8
"1193",NA,NA,NA,NA,NA,NA,NA,40,10,18,15,5,5,8,10,5,10,5,5,10,25,15,10,12,10,12,10,14,17,13,13,15,16,18,12,13
"1194",5,36,5,NA,0,15,3,NA,0,10,8,5,5,0,0,12,25,15,15,5,20,15,18,0,0,10,8,9,10,20,15,14,20,18,18,22
"1195",4,7,12,10,15,3,10,20,5,5,20,5,10,5,20,20,5,15,16,15,25,12,5,5,6,15,5,14,2,12,9,25,15,11,10.4,12
"1196",0,20,9,20,15,5,10,15,5,15,26,NA,7,6,14,17,7,18,40,12,10,20,10,20,6,20,20,13,20,18,7,6,13,0,14,16
"1197",NA,NA,NA,NA,5,5,0,15,15,10,15,20,10,10,10,0,15,10,25,25,3,25,9,18,20,2,15,10,18,13,13,22,16,16,19.6,12
"1198",5,5,25,15,NA,NA,10,5,10,5,5,5,5,25,5,10,5,5,15,0,30,10,5,5,0,5,13,5,10,10,20,5,10,15,10,5
"1199",12,8,8,10,5,10,2,5,0,5,5,25,15,10,10,5,10,20,10,5,5,18,5,15,10,0,15,0,0,30,7,20,10,15,10,5
"1200",8,12,15,15,5,5,30,10,1,10,10,5,5,25,8,15,5,5,30,3,1,10,10,15,4,10,5,5,3,3,5,8,5,3,3,4
"1201",5,5,5,10,10,10,15,20,10,20,20,10,10,5,5,5,10,20,10,5,25,10,10,5,15,5,10,10,5,10,5,12,15,5,18,15
"1202",17,20,20,25,15,16,15,14,8,15,20,9,0,0,0,5,26,25,10,6,10,10,4,6,0,20,10,20,15,15,10,15,10,25,37,10
"1203",NA,NA,NA,5,20,2,5,20,15,10,20,10,0,8,5,10,7,7,10,7,15,7,25,20,20,6,25,50,18,18,10,20,14,22,10,20
"1204",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,15,NA,NA,12,2,NA,10,0,16,15,10,16,14,18
"1205",NA,NA,NA,NA,NA,NA,10,5,0,15,5,15,15,8,10,5,6,5,0,10,5,10,20,10,10,14,15,40,15,5,10,10,18,30,12,10
"1206",5,10,20,10,15,20,5,5,5,10,15,0,5,0,5,25,25,15,10,5,20,10,25,20,15,15,30,20,25,25,NA,NA,NA,NA,NA,NA
"1207",16,12,18,10,35,8,10,46,12,26,22,25,16,20,20,6,12,37,15,40,30,12,12,10,6,16,12,12,12,10,10,10,10,25,15,10
"1208",16,15,25,20,15,10,15,15,0,10,10,15,10,10,12,28,12,15,12,15,20,20,20,5,15,25,15,15,25,10,10,20,10,15,20,15
"1209",20,5,5,20,20,20,7,5,25,15,20,5,10,10,15,10,15,15,10,10,5,30,15,20,5,15,35,10,10,10,15,25,20,5,15,15
"1210",20,0,25,5,5,10,10,20,30,5,5,5,12,3,8,2,5,8,1,15,2,5,3,10,5,5,5,40,25,1,5,3,11,2,20,15
"1211",20,5,30,7,1,5,0,15,6,15,15,15,15,10,15,10,20,20,20,20,30,15,35,30,10,10,25,25,20,20,10,10,15,22,10,20
"1212",NA,10,27,5,25,5,10,20,10,15,5,18,10,10,5,5,20,5,10,10,30,0,5,5,10,5,5,35,30,12,12,18,15,23,26,22
"1213",NA,NA,NA,NA,NA,NA,7,30,15,20,15,8,10,10,10,10,5,5,10,10,6,25,8,NA,15,0,15,0,15,10,14,25,20,35,25,5
"1214",NA,NA,NA,NA,25,10,15,15,15,10,10,15,15,10,15,2,10,0,20,15,18,17,15,10,12,14,10,15,7,11,12,15,15,15,10,14
"1215",15,12,5,15,16,0,10,20,10,15,15,20,0,15,0,0,25,15,15,10,40,9,29,10,10,15,25,33,16,15,10,7,12,15,5,22
"1216",NA,NA,5,6,10,5,3,1,36,5,5,10,10,5,10,10,5,30,2,10,17,30,5,10,25,15,10,35,10,10,25,20,15,25,24,40
"1217",15,0,0,NA,5,18,25,15,12,10,15,10,15,10,15,10,15,10,10,10,7,12,25,15,10,15,0,20,20,10,10,15,10,5,18,15
"1218",20,35,18,35,25,10,30,15,10,30,20,30,15,30,20,20,20,20,13,15,10,20,10,10,15,10,10,15,30,5,15,15,20,20,5,15
"1219",19,15,25,5,20,5,0,15,5,12,15,25,10,10,2,5,30,12,15,15,45,15,10,20,15,10,25,30,12,12,5,5,16,20,2,15
"1220",10,20,25,15,15,5,12,10,10,10,10,10,10,9,20,15,8,25,35,20,25,8,5,26,37,17,15,23,21,36,17,18,14,9,21,12
"1221",NA,NA,NA,NA,NA,20,25,12,5,10,25,0,10,10,10,0,5,12,12,5,7,6,12,12,22,20,25,15,15,15,25,15,22,25,15,4
"1222",50,75,10,25,51,24,10,20,45,15,45,20,20,10,20,NA,24,9,60,25,35,18,11,61,28,31,15,66,30,13,33,35,21,75,55,4
"1223",NA,NA,NA,NA,NA,0,3,20,0,15,15,20,5,5,2,4,35,30,15,15,37,13,35,12,15,25,30,35,25,35,15,7,20,5,5,25
"1224",20,20,30,5,20,10,5,25,15,15,25,20,10,15,10,5,10,20,10,8,12,20,10,0,0,30,10,25,20,10,10,0,10,21,17,13
"1225",15,5,20,5,15,0,0,15,10,0,5,15,15,10,5,NA,15,10,5,15,35,20,5,15,5,15,8,10,15,8,20,10,10,20,10,5
"1226",12,30,20,12,12,5,16,20,5,5,15,14,15,8,5,5,15,10,5,20,15,22,18,17,20,15,10,29,30,16,22,10,14,20,15,15
"1227",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,12,10,10,5,10,15,15,10,10,35,10,10,10,10,15,20,25,20,17,10,9,15,25,10,10
"1228",NA,NA,NA,NA,15,5,25,15,0,5,5,15,15,10,5,15,25,15,35,25,10,30,10,20,23,34,25,12,26,7,10,11,20,7,30,38
"1229",5,NA,10,15,15,10,3,10,10,5,10,10,5,10,5,5,15,15,30,10,9,20,5,20,10,20,15,7,30,10,15,7,5,25,26,15
"1230",NA,NA,NA,NA,NA,5,40,10,20,10,10,0,15,20,5,15,20,15,10,10,10,20,10,15,10,5,14,12,32,5,6,12,10,20,5,20
"1231",12,10,10,25,35,8,43,35,12,5,30,25,10,15,0,20,30,25,30,10,20,12,20,20,18,15,20,13,25,13,18,12,10,20,10,2
"1232",NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,15,10,20,NA,10,25,30,15,10,30,20,5,5,5,5,5,15,15,10,15,5,15,20,10,10
"1233",5,12,30,5,8,10,5,15,10,10,10,5,0,5,5,10,0,10,15,20,5,10,10,10,15,10,5,5,47,5,15,10,15,0,30,30
"1234",15,18,10,10,5,10,10,NA,15,10,NA,10,10,10,10,NA,10,25,10,20,31,0,0,10,0,0,20,40,0,0,10,20,15,10,10,10
"1235",0,15,10,20,25,0,5,15,20,10,10,5,5,20,0,15,20,7,10,10,5,10,5,18,14,20,7,16,30,15,14,15,16,3,13,29
"1236",12,15,6,10,20,18,12,5,12,10,15,7,10,0,8,16,10,20,44,0,10,35,38,10,0,22,0,0,14,0,22,30,33,25,16,29
"1237",25,35,35,30,15,NA,15,15,20,15,10,10,5,20,10,0,25,15,15,25,20,10,0,5,5,5,5,5,10,5,5,5,25,5,10,25
"1238",20,15,25,10,8,6,4,16,10,6,8,20,8,10,5,0,15,12,5,8,20,12,20,6,8,8,10,10,15,22,10,10,15,8,15,11
"1239",12,6,8,5,15,10,15,10,15,15,15,10,2,10,5,10,5,15,10,0,15,6,10,10,5,20,10,7,5,10,25,1,30,5,8,25
"1240",15,20,10,20,20,15,20,20,25,20,40,15,15,15,20,10,20,10,15,30,30,20,15,25,18,15,15,20,30,15,12,20,15,10,8,15
"1241",NA,NA,NA,35,10,0,43,15,10,15,25,5,10,15,10,0,2,10,30,10,10,25,15,25,22,10,13,0,10,5,5,13,30,11,4,33
"1242",10,15,10,10,10,5,5,5,5,3,5,5,5,5,5,5,5,5,0,5,15,10,5,7,10,5,0,0,20,0,15,0,0,15,0,10
"1243",10,10,10,25,10,15,10,5,9,25,20,10,20,5,15,25,10,30,10,40,0,25,12,20,30,30,10,30,30,12,NA,15,15,15,15,30
"1244",NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,20,0,25,15,10,15,20,5,30,10,1,0,0,15,20,2,10
"1245",20,10,5,20,25,5,15,30,10,20,10,12,6,13,20,10,8,30,5,25,8,20,15,20,15,20,15,30,15,15,22,25,10,21,15,20
"1246",NA,NA,NA,NA,NA,NA,20,5,14,12,5,5,5,10,10,15,10,10,10,15,10,10,5,8,10,15,10,14,16,9,20,15,20,20,15,10
"1247",NA,NA,NA,NA,NA,NA,25,15,5,10,0,5,10,10,10,10,4,10,25,10,5,5,5,5,5,6,5,3,20,10,9,13,5,23,18,12
"1248",15,22,12,20,5,8,5,20,15,10,15,15,10,10,5,5,5,20,10,10,20,15,10,35,12,16,20,10,20,17,10,10,29,12,15,30
"1249",8,9,13,15,8,10,20,10,10,10,7,7,20,5,10,15,15,15,10,10,10,10,10,15,NA,20,0,10,16,14,16,15,17,15,10,12
"1250",0,15,0,20,5,0,0,20,0,15,7,0,10,22,12,11,5,10,2,13,40,25,10,10,16,17,10,15,15,15,10,15,15,14,6,6
"1251",5,25,15,5,15,10,10,15,10,5,25,5,10,20,15,25,20,20,5,10,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1252",NA,5,7,5,3,10,15,12,0,8,15,5,8,15,5,15,0,10,20,10,7,20,15,20,10,20,20,0,13,5,15,12,5,12,NA,10
"1253",5,10,25,3,10,5,5,30,10,10,10,15,10,10,5,10,30,10,5,0,40,15,10,10,10,5,15,20,15,15,15,10,10,20,5,10
"1254",5,0,12,29,32,25,40,5,4,13,20,32,10,16,15,8,16,16,6,20,18,20,8,10,8,15,20,35,5,10,8,10,0,21,10,15
"1255",5,5,5,15,5,20,0,0,18,6,12,8,5,6,10,10,15,NA,45,10,5,NA,NA,15,23,20,16,22,24,10,10,18,15,5,25,14
"1256",22,17,13,NA,10,41,45,5,5,10,10,17,23,7,3,0,25,21,25,10,30,20,5,15,5,10,21,35,26,21,16,18,23,38,18,26
"1257",10,25,20,16,10,10,16,6,22,20,16,10,10,10,5,25,2,15,20,5,12,5,25,30,25,16,0,15,10,5,15,15,25,25,15,10
"1258",5,20,5,NA,NA,NA,NA,NA,NA,5,30,0,0,0,3,NA,NA,NA,NA,NA,0,5,5,5,0,3,5,10,5,5,0,0,3,8,5,10
"1259",10,30,30,10,15,5,15,10,10,10,20,10,20,10,10,5,20,20,10,15,20,35,30,5,5,6,25,10,30,8,5,17,20,0,5,1
