"","long","lat","counts","Year"
"9570",-75.7,37.67,2,1994
"9571",-73.01,43.6,1,1994
"9572",-82.19,38.51,1,1994
"9573",-86.76,33.47,30,1995
"9574",-88.13,30.34,6,1995
"9575",-85.09,31.99,29,1995
"9576",-87.9,30.23,40,1995
"9577",-87.63,30.32,109,1995
"9578",-86.28,34.39,77,1995
"9579",-86.38,32.35,40,1995
"9580",-87.95,30.75,86,1995
"9581",-87.58,33.24,16,1995
"9582",-88,34.83,111,1995
"9583",-86.88,34.6,63,1995
"9584",-93.05,34.13,37,1995
"9585",-92.68,36.98,5,1995
"9586",-92.42,35.09,5,1995
"9587",-94.17,36.06,1,1995
"9588",-94.38,35.38,1,1995
"9589",-93.14,35.17,14,1995
"9590",-92.97,34.72,57,1995
"9591",-90.7,35.92,15,1995
"9592",-91.9,34.75,1,1995
"9593",-92.28,34.76,14,1995
"9594",-91.32,33.4,15,1995
"9595",-94.23,34.58,79,1995
"9596",-93.28,33.27,42,1995
"9597",-93.02,35.62,4,1995
"9598",-92,34.23,17,1995
"9599",-77.4,25.05,1,1995
"9600",-77.92,24.88,5,1995
"9601",-64.76,32.31,2,1995
"9602",-75.19,38.81,1,1995
"9603",-75.63,39.48,2,1995
"9604",-75.11,38.6,1,1995
"9605",-75.57,38.58,4,1995
"9606",-80.12,27.02,86,1995
"9607",-80.57,27.87,48,1995
"9608",-82.58,28.47,19,1995
"9609",-85.07,29.67,75,1995
"9610",-81.32,27.65,907,1995
"9611",-82.56,27.5,16,1995
"9612",-85.67,30.19,172,1995
"9613",-82.32,28.55,195,1995
"9614",-86.52,30.45,377,1995
"9615",-83.01,29.19,13,1995
"9616",-80.7,28.36,17,1995
"9617",-82.58,28.87,64,1995
"9618",-81.52,26.37,129,1995
"9619",-80.19,25.84,1,1995
"9620",-81.15,28.71,100,1995
"9621",-81.85,28.85,13,1995
"9622",-82.24,28.31,225,1995
"9623",-80.22,26.14,10,1995
"9624",-81.99,26.56,2,1995
"9625",-80.38,27.42,11,1995
"9626",-82.31,29.6,310,1995
"9627",-82.76,30.34,21,1995
"9628",-81.49,30.42,149,1995
"9629",-81.39,28.21,12,1995
"9630",-81.85,28.03,37,1995
"9631",-81.34,27.26,250,1995
"9632",-81.52,27.89,121,1995
"9633",-85.27,30.72,140,1995
"9634",-81.99,29.75,100,1995
"9635",-82.24,27.23,57,1995
"9636",-81.76,26.13,54,1995
"9637",-82.74,28.07,255,1995
"9638",-82.69,28.26,250,1995
"9639",-87.37,30.33,166,1995
"9640",-87.15,30.45,62,1995
"9641",-81.01,29.06,4,1995
"9642",-82.05,26.92,10,1995
"9643",-85.3,29.77,52,1995
"9644",-81.32,29.93,4,1995
"9645",-82.16,26.46,4,1995
"9646",-84.22,30.15,257,1995
"9647",-82.68,27.8,68,1995
"9648",-82.5,27.28,8,1995
"9649",-80.25,27.18,62,1995
"9650",-82.46,28.01,8,1995
"9651",-84.24,30.53,91,1995
"9652",-82.38,27,18,1995
"9653",-80.13,26.57,16,1995
"9654",-81.37,28.79,258,1995
"9655",-81.3,29.05,15,1995
"9656",-84.42,31.43,90,1995
"9657",-83.38,33.93,29,1995
"9658",-84.67,33.97,115,1995
"9659",-82.02,33.44,10,1995
"9660",-84.63,30.88,45,1995
"9661",-83.97,34.83,9,1995
"9662",-84.84,32.82,40,1995
"9663",-81.47,30.82,46,1995
"9664",-85,32.59,49,1995
"9665",-82.92,32.63,53,1995
"9666",-81.43,31.11,47,1995
"9667",-81.29,31.68,20,1995
"9668",-83.67,32.83,43,1995
"9669",-82.13,30.8,30,1995
"9670",-84.62,33.35,61,1995
"9671",-83.75,33.09,98,1995
"9672",-81.12,31.64,266,1995
"9673",-81.47,31.47,281,1995
"9674",-89.02,37.72,1,1995
"9675",-88.97,38.13,1,1995
"9676",-88.2,36.6,9,1995
"9677",-93.5,32.29,11,1995
"9678",-89.8,30.48,151,1995
"9679",-91.12,30.37,43,1995
"9680",-92.06,31.51,80,1995
"9681",-93.11,29.82,26,1995
"9682",-92.36,30.11,210,1995
"9683",-93.71,29.8,3,1995
"9684",-92.1,30.19,160,1995
"9685",-93.06,31.82,16,1995
"9686",-89.92,30.02,53,1995
"9687",-92.38,30.76,680,1995
"9688",-90.47,30.09,25,1995
"9689",-93.39,29.85,100,1995
"9690",-93.89,32.54,77,1995
"9691",-90.09,30.42,223,1995
"9692",-90.75,29.82,7,1995
"9693",-89.48,29.34,13,1995
"9694",-70.73,42.61,2,1995
"9695",-70.65,42.1,1,1995
"9696",-70.09,41.29,5,1995
"9697",-70.9,42.74,1,1995
"9698",-70.6,41.87,1,1995
"9699",-70.93,42.22,1,1995
"9700",-71.03,41.87,1,1995
"9701",-71.67,42.07,1,1995
"9702",-76.51,39,1,1995
"9703",-75.76,38.03,8,1995
"9704",-75.84,38.91,2,1995
"9705",-76.64,38.75,1,1995
"9706",-76.19,39.14,1,1995
"9707",-75.21,38.31,49,1995
"9708",-76.42,38.11,1,1995
"9709",-76.5,38.34,1,1995
"9710",-76.17,39.6,2,1995
"9711",-75.73,38.33,1,1995
"9712",-76.04,38.36,5,1995
"9713",-77.33,39.07,1,1995
"9714",-76.25,38.75,3,1995
"9715",-90.2,36.98,14,1995
"9716",-88.78,33.28,55,1995
"9717",-90.13,34.76,28,1995
"9718",-91.18,31.75,11,1995
"9719",-89.7,33.81,56,1995
"9720",-89.32,31.31,179,1995
"9721",-90,32.45,114,1995
"9722",-88.74,30.43,126,1995
"9723",-90.49,34.49,14,1995
"9724",-91.38,31.62,12,1995
"9725",-89.5,30.29,47,1995
"9726",-89.72,34.47,21,1995
"9727",-90.91,32.31,21,1995
"9728",-90.99,33.1,38,1995
"9729",-81.13,35.27,3,1995
"9730",-75.72,36.02,2,1995
"9731",-78.85,35.07,10,1995
"9732",-75.55,35.78,23,1995
"9733",-76.93,35.47,219,1995
"9734",-75.61,35.22,31,1995
"9735",-79.06,35.91,21,1995
"9736",-80.88,35.18,2,1995
"9737",-78.89,36.09,29,1995
"9738",-79.84,36.12,16,1995
"9739",-77.24,35.59,11,1995
"9740",-80.9,35.9,1,1995
"9741",-79.04,35.7,69,1995
"9742",-76.13,35.45,18,1995
"9743",-76.71,34.76,40,1995
"9744",-77.08,35.05,56,1995
"9745",-76.45,35.77,11,1995
"9746",-78.66,35.76,38,1995
"9747",-79.75,36.38,2,1995
"9748",-77.57,36.4,28,1995
"9749",-78.82,35.41,42,1995
"9750",-78.03,33.94,57,1995
"9751",-81.57,35.3,2,1995
"9752",-80.87,35.44,14,1995
"9753",-79.32,35.22,393,1995
"9754",-82.24,35.21,25,1995
"9755",-77.98,35.32,72,1995
"9756",-77.89,34.14,62,1995
"9757",-80.31,36.08,2,1995
"9758",-74.42,40.16,1,1995
"9759",-74.17,39.67,1,1995
"9760",-74.93,39.25,13,1995
"9761",-74.15,40.02,1,1995
"9762",-74.06,40.25,1,1995
"9763",-74.66,40.34,2,1995
"9764",-61.91,45.6,0,1995
"9765",-63.49,44.61,6,1995
"9766",-73.59,40.87,1,1995
"9767",-83.55,38.8,1,1995
"9768",-83.11,38.78,1,1995
"9769",-94.7,34.06,16,1995
"9770",-95.32,35.85,17,1995
"9771",-94.95,36.4,2,1995
"9772",-75.37,39.9,2,1995
"9773",-76.36,39.99,1,1995
"9774",-71.56,41.43,1,1995
"9775",-80.48,32.61,44,1995
"9776",-81.62,33.56,102,1995
"9777",-81.22,34.7,2,1995
"9778",-80.75,33.76,19,1995
"9779",-82.84,34.63,37,1995
"9780",-80.92,33.93,34,1995
"9781",-80.22,34.5,61,1995
"9782",-82.32,34.78,16,1995
"9783",-80.75,32.2,257,1995
"9784",-82.33,34,9,1995
"9785",-79.09,33.49,32,1995
"9786",-79.4,33.1,209,1995
"9787",-79.74,34.22,8,1995
"9788",-82.61,34.26,27,1995
"9789",-81.95,34.9,57,1995
"9790",-81.62,33.2,117,1995
"9791",-87.46,35.3,2,1995
"9792",-85.23,35.1,10,1995
"9793",-84.92,35.37,29,1995
"9794",-88.82,35.61,2,1995
"9795",-84.08,35.91,4,1995
"9796",-89.93,35.15,5,1995
"9797",-86.93,36.05,1,1995
"9798",-85.51,35.07,11,1995
"9799",-84.09,36.22,1,1995
"9800",-88.17,35.16,15,1995
"9801",-96.37,29.63,30,1995
"9802",-97.7,30.18,19,1995
"9803",-95.05,29.55,24,1995
"9804",-98.39,26.22,1,1995
"9805",-97.25,30.09,104,1995
"9806",-94.2,30.77,109,1995
"9807",-95.57,29.77,94,1995
"9808",-94.47,29.55,28,1995
"9809",-97.45,30.97,3,1995
"9810",-95.67,29.37,28,1995
"9811",-96,33.74,3,1995
"9812",-97.58,27.83,2,1995
"9813",-97.29,27.66,25,1995
"9814",-98.31,28.49,1,1995
"9815",-96.68,33.33,2,1995
"9816",-96.32,30.59,32,1995
"9817",-95.89,29.96,31,1995
"9818",-96.83,32.83,2,1995
"9819",-95.36,29.02,8,1995
"9820",-94.83,29.33,7,1995
"9821",-96,30.58,126,1995
"9822",-96.74,33.78,2,1995
"9823",-94.95,29.75,62,1995
"9824",-97.86,27.47,4,1995
"9825",-94.72,32.38,158,1995
"9826",-95.92,32.77,28,1995
"9827",-94.59,32.8,172,1995
"9828",-96.99,33.03,6,1995
"9829",-95.98,28.68,43,1995
"9830",-94.66,31.53,128,1995
"9831",-94.73,29.88,290,1995
"9832",-97.1,27.85,4,1995
"9833",-97.58,29.58,23,1995
"9834",-95.57,33.75,7,1995
"9835",-95.77,31.76,6,1995
"9836",-97.12,28.07,27,1995
"9837",-95.57,28.87,37,1995
"9838",-95.44,30.13,77,1995
"9839",-93.96,29.73,1,1995
"9840",-98.62,29.32,8,1995
"9841",-94.32,30.52,60,1995
"9842",-94.21,33.28,36,1995
"9843",-96.1,32.15,4,1995
"9844",-94.42,31.96,295,1995
"9845",-95.3,32.28,164,1995
"9846",-97.08,28.87,42,1995
"9847",-79.82,36.73,1,1995
"9848",-76,36.65,20,1995
"9849",-78.81,36.73,2,1995
"9850",-75.94,37.19,6,1995
"9851",-75.37,37.97,9,1995
"9852",-79.42,36.59,11,1995
"9853",-77.19,38.71,6,1995
"9854",-78.19,38.14,4,1995
"9855",-77.28,37.37,2,1995
"9856",-78.3,36.6,13,1995
"9857",-76.1,36.85,14,1995
"9858",-76.31,37.44,7,1995
"9859",-77.43,38.84,1,1995
"9860",-76.4,37.08,1,1995
"9861",-76.43,36.85,12,1995
"9862",-78.17,39.05,10,1995
"9863",-80.05,36.88,1,1995
"9864",-78.46,38.59,1,1995
"9865",-76.95,38.11,1,1995
"9866",-76.7,37.28,16,1995
"9867",-75.7,37.67,2,1995
"9868",-81.16,38,1,1995
"9869",-86.76,33.47,69,1996
"9870",-88.13,30.34,16,1996
"9871",-85.09,31.99,32,1996
"9872",-87.9,30.23,13,1996
"9873",-87.63,30.32,135,1996
"9874",-86.28,34.39,38,1996
"9875",-86.38,32.35,25,1996
"9876",-87.95,30.75,81,1996
"9877",-87.58,33.24,26,1996
"9878",-88,34.83,36,1996
"9879",-86.88,34.6,14,1996
"9880",-93.05,34.13,98,1996
"9881",-92.68,36.98,10,1996
"9882",-92.42,35.09,1,1996
"9883",-93.14,35.17,21,1996
"9884",-92.97,34.72,95,1996
"9885",-92.28,34.76,33,1996
"9886",-91.32,33.4,2,1996
"9887",-94.23,34.58,133,1996
"9888",-93.28,33.27,23,1996
"9889",-93.02,35.62,9,1996
"9890",-92,34.23,10,1996
"9891",-93.92,33.47,6,1996
"9892",-90.71,35.16,1,1996
"9893",-91.12,34.31,1,1996
"9894",-77.4,25.05,12,1996
"9895",-78.03,25.05,1,1996
"9896",-77.92,24.88,5,1996
"9897",-64.76,32.31,3,1996
"9898",-72.99,41.91,1,1996
"9899",-75.11,38.6,3,1996
"9900",-75.57,38.58,2,1996
"9901",-80.12,27.02,16,1996
"9902",-80.57,27.87,141,1996
"9903",-82.58,28.47,25,1996
"9904",-85.07,29.67,21,1996
"9905",-81.32,27.65,298,1996
"9906",-82.56,27.5,13,1996
"9907",-85.67,30.19,59,1996
"9908",-82.32,28.55,85,1996
"9909",-86.52,30.45,177,1996
"9910",-83.01,29.19,30,1996
"9911",-80.7,28.36,17,1996
"9912",-82.58,28.87,46,1996
"9913",-81.52,26.37,173,1996
"9914",-81.12,29.25,47,1996
"9915",-80.19,25.84,69,1996
"9916",-81.15,28.71,65,1996
"9917",-82.24,28.31,90,1996
"9918",-80.22,26.14,6,1996
"9919",-81.99,26.56,6,1996
"9920",-80.38,27.42,11,1996
"9921",-82.31,29.6,90,1996
"9922",-82.76,30.34,17,1996
"9923",-81.49,30.42,69,1996
"9924",-81.39,28.21,7,1996
"9925",-81.85,28.03,21,1996
"9926",-81.34,27.26,140,1996
"9927",-81.52,27.89,75,1996
"9928",-81.99,29.75,290,1996
"9929",-80.68,28.62,6,1996
"9930",-82.24,27.23,34,1996
"9931",-81.76,26.13,52,1996
"9932",-82.74,28.07,132,1996
"9933",-82.69,28.26,240,1996
"9934",-87.37,30.33,268,1996
"9935",-87.15,30.45,70,1996
"9936",-81.01,29.06,27,1996
"9937",-82.05,26.92,30,1996
"9938",-85.3,29.77,35,1996
"9939",-80.5,25.43,3,1996
"9940",-81.32,29.93,2,1996
"9941",-84.22,30.15,36,1996
"9942",-82.68,27.8,11,1996
"9943",-82.5,27.28,40,1996
"9944",-80.25,27.18,20,1996
"9945",-82.46,28.01,16,1996
"9946",-84.24,30.53,163,1996
"9947",-80.42,27.67,29,1996
"9948",-82.38,27,16,1996
"9949",-80.13,26.57,24,1996
"9950",-81.37,28.79,51,1996
"9951",-81.3,29.05,5,1996
"9952",-84.42,31.43,59,1996
"9953",-83.38,33.93,37,1996
"9954",-84.67,33.97,91,1996
"9955",-82.02,33.44,1,1996
"9956",-84.63,30.88,63,1996
"9957",-84.84,32.82,74,1996
"9958",-84.65,34.88,7,1996
"9959",-81.47,30.82,10,1996
"9960",-85,32.59,58,1996
"9961",-81.43,31.11,27,1996
"9962",-81.29,31.68,12,1996
"9963",-83.67,32.83,7,1996
"9964",-82.13,30.8,35,1996
"9965",-84.62,33.35,86,1996
"9966",-83.75,33.09,125,1996
"9967",-81.12,31.64,57,1996
"9968",-81.47,31.47,94,1996
"9969",-89.4,37.47,1,1996
"9970",-88.61,37.41,1,1996
"9971",-93.5,32.29,82,1996
"9972",-89.8,30.48,43,1996
"9973",-91.12,30.37,14,1996
"9974",-92.06,31.51,12,1996
"9975",-93.11,29.82,11,1996
"9976",-92.36,30.11,59,1996
"9977",-92.24,32.66,295,1996
"9978",-93.71,29.8,1,1996
"9979",-92.1,30.19,12,1996
"9980",-91.9,31.23,1,1996
"9981",-93.06,31.82,23,1996
"9982",-89.92,30.02,1,1996
"9983",-92.38,30.76,206,1996
"9984",-90.47,30.09,7,1996
"9985",-93.39,29.85,14,1996
"9986",-93.89,32.54,36,1996
"9987",-90.09,30.42,240,1996
"9988",-91.37,32.28,3,1996
"9989",-90.75,29.82,10,1996
"9990",-89.48,29.34,3,1996
"9991",-70.73,42.61,1,1996
"9992",-70,41.72,2,1996
"9993",-70.52,41.36,0,1996
"9994",-70.09,41.29,0,1996
"9995",-70.6,41.87,5,1996
"9996",-71.03,41.87,1,1996
"9997",-76.79,38.99,2,1996
"9998",-75.76,38.03,9,1996
"9999",-75.84,38.91,0,1996
"10000",-76.64,38.75,1,1996
"10001",-76.19,39.14,2,1996
"10002",-75.21,38.31,21,1996
"10003",-76.42,38.11,1,1996
"10004",-77.03,38.48,1,1996
"10005",-75.73,38.33,4,1996
"10006",-76.04,38.36,8,1996
"10007",-76.25,38.75,7,1996
"10008",-90.2,36.98,1,1996
"10009",-88.78,33.28,62,1996
"10010",-90.13,34.76,6,1996
"10011",-91.18,31.75,3,1996
"10012",-89.7,33.81,4,1996
"10013",-89.32,31.31,72,1996
"10014",-90,32.45,21,1996
"10015",-88.74,30.43,26,1996
"10016",-91.38,31.62,3,1996
"10017",-89.5,30.29,115,1996
"10018",-90.29,33.34,2,1996
"10019",-89.72,34.47,11,1996
"10020",-90.91,32.31,4,1996
"10021",-63.92,46.12,1,1996
"10022",-64.36,45.9,1,1996
"10023",-81.13,35.27,8,1996
"10024",-75.72,36.02,4,1996
"10025",-79.4,36.07,3,1996
"10026",-75.55,35.78,12,1996
"10027",-76.93,35.47,16,1996
"10028",-75.61,35.22,33,1996
"10029",-79.06,35.91,18,1996
"10030",-80.88,35.18,10,1996
"10031",-78.89,36.09,3,1996
"10032",-79.84,36.12,2,1996
"10033",-77.24,35.59,3,1996
"10034",-80.9,35.9,1,1996
"10035",-79.04,35.7,58,1996
"10036",-76.13,35.45,27,1996
"10037",-76.71,34.76,29,1996
"10038",-77.08,35.05,13,1996
"10039",-76.65,35.14,6,1996
"10040",-80.05,35.12,4,1996
"10041",-76.45,35.77,7,1996
"10042",-78.66,35.76,20,1996
"10043",-77.57,36.4,7,1996
"10044",-78.82,35.41,4,1996
"10045",-78.03,33.94,16,1996
"10046",-81.57,35.3,14,1996
"10047",-80.87,35.44,26,1996
"10048",-81.02,36.34,2,1996
"10049",-79.32,35.22,76,1996
"10050",-82.24,35.21,12,1996
"10051",-77.98,35.32,20,1996
"10052",-77.89,34.14,27,1996
"10053",-80.31,36.08,4,1996
"10054",-70.83,42.98,1,1996
"10055",-74.93,39.25,6,1996
"10056",-75.2,39.33,1,1996
"10057",-75.24,39.77,1,1996
"10058",-63.49,44.61,1,1996
"10059",-72.78,40.83,10,1996
"10060",-72,41.05,1,1996
"10061",-94.7,34.06,193,1996
"10062",-95.32,35.85,5,1996
"10063",-94.95,36.4,20,1996
"10064",-79.14,40.61,1,1996
"10065",-76.36,39.99,1,1996
"10066",-74.9,40.18,1,1996
"10067",-80.48,32.61,184,1996
"10068",-81.62,33.56,41,1996
"10069",-79.7,32.93,29,1996
"10070",-80.75,33.76,27,1996
"10071",-82.84,34.63,29,1996
"10072",-80.92,33.93,20,1996
"10073",-80.22,34.5,22,1996
"10074",-82.32,34.78,4,1996
"10075",-82.33,34,26,1996
"10076",-79.09,33.49,33,1996
"10077",-79.4,33.1,74,1996
"10078",-79.74,34.22,10,1996
"10079",-82.61,34.26,19,1996
"10080",-81.95,34.9,72,1996
"10081",-81.62,33.2,209,1996
"10082",-87.46,35.3,2,1996
"10083",-87.75,36.48,1,1996
"10084",-85.23,35.1,6,1996
"10085",-87.38,36.5,2,1996
"10086",-83.49,35.71,2,1996
"10087",-84.92,35.37,30,1996
"10088",-86.66,36.19,1,1996
"10089",-89.93,35.15,1,1996
"10090",-85.51,35.07,25,1996
"10091",-84.09,36.22,1,1996
"10092",-88.17,35.16,3,1996
"10093",-96.37,29.63,2,1996
"10094",-97.7,30.18,1,1996
"10095",-95.05,29.55,9,1996
"10096",-98.39,26.22,1,1996
"10097",-97.25,30.09,298,1996
"10098",-94.2,30.77,108,1996
"10099",-95.57,29.77,38,1996
"10100",-94.47,29.55,1,1996
"10101",-95.67,29.37,7,1996
"10102",-97.58,27.83,1,1996
"10103",-97.29,27.66,10,1996
"10104",-98.31,28.49,1,1996
"10105",-97.36,31.56,1,1996
"10106",-96.32,30.59,2,1996
"10107",-95.89,29.96,16,1996
"10108",-95.36,29.02,17,1996
"10109",-94.83,29.33,1,1996
"10110",-96,30.58,24,1996
"10111",-96.74,33.78,1,1996
"10112",-94.95,29.75,15,1996
"10113",-95.55,30.72,175,1996
"10114",-94.72,32.38,71,1996
"10115",-95.92,32.77,6,1996
"10116",-94.59,32.8,396,1996
"10117",-95.98,28.68,1,1996
"10118",-94.66,31.53,279,1996
"10119",-94.73,29.88,97,1996
"10120",-97.58,29.58,7,1996
"10121",-95.77,31.76,32,1996
"10122",-97.12,28.07,2,1996
"10123",-95.44,30.13,50,1996
"10124",-93.96,29.73,3,1996
"10125",-94.32,30.52,65,1996
"10126",-94.21,33.28,13,1996
"10127",-94.98,30.29,223,1996
"10128",-94.42,31.96,283,1996
"10129",-95.3,32.28,65,1996
"10130",-79.82,36.73,3,1996
"10131",-76,36.65,13,1996
"10132",-78.81,36.73,12,1996
"10133",-75.94,37.19,18,1996
"10134",-75.37,37.97,6,1996
"10135",-79.42,36.59,18,1996
"10136",-76.48,36.66,26,1996
"10137",-79.87,37.53,2,1996
"10138",-78.3,36.6,10,1996
"10139",-76.1,36.85,19,1996
"10140",-76.31,37.44,24,1996
"10141",-77.43,38.84,2,1996
"10142",-76.4,37.08,3,1996
"10143",-76.43,36.85,22,1996
"10144",-76.7,37.28,5,1996
"10145",-75.7,37.67,10,1996
"10146",-86.76,33.47,19,1997
"10147",-88.13,30.34,23,1997
"10148",-85.09,31.99,34,1997
"10149",-87.9,30.23,44,1997
"10150",-87.63,30.32,78,1997
"10151",-86.28,34.39,57,1997
"10152",-86.38,32.35,21,1997
"10153",-87.95,30.75,26,1997
"10154",-87.58,33.24,31,1997
"10155",-88,34.83,53,1997
"10156",-86.88,34.6,12,1997
"10157",-93.05,34.13,23,1997
"10158",-92.68,36.98,3,1997
"10159",-92.42,35.09,4,1997
"10160",-94.17,36.06,1,1997
"10161",-93.14,35.17,21,1997
"10162",-92.97,34.72,33,1997
"10163",-90.7,35.92,50,1997
"10164",-91.9,34.75,1,1997
"10165",-92.28,34.76,8,1997
"10166",-91.32,33.4,5,1997
"10167",-94.23,34.58,13,1997
"10168",-93.28,33.27,57,1997
"10169",-93.02,35.62,3,1997
"10170",-92,34.23,16,1997
"10171",-93.92,33.47,5,1997
"10172",-91.12,34.31,1,1997
"10173",-77.4,25.05,4,1997
"10174",-78.03,25.05,6,1997
"10175",-77.92,24.88,2,1997
"10176",-64.76,32.31,4,1997
"10177",-118.09,33.85,1,1997
"10178",-120.78,35.3,1,1997
"10179",-104.79,38.24,0,1997
"10180",-72.43,41.29,1,1997
"10181",-75.19,38.81,1,1997
"10182",-75.11,38.6,6,1997
"10183",-75.57,38.58,0,1997
"10184",-82.58,28.47,40,1997
"10185",-85.07,29.67,36,1997
"10186",-82.33,27.79,32,1997
"10187",-81.32,27.65,505,1997
"10188",-82.56,27.5,98,1997
"10189",-85.67,30.19,111,1997
"10190",-82.32,28.55,118,1997
"10191",-86.52,30.45,244,1997
"10192",-83.01,29.19,42,1997
"10193",-80.7,28.36,32,1997
"10194",-82.58,28.87,54,1997
"10195",-81.52,26.37,124,1997
"10196",-81.12,29.25,7,1997
"10197",-80.19,25.84,11,1997
"10198",-81.15,28.71,83,1997
"10199",-81.85,28.85,132,1997
"10200",-82.24,28.31,48,1997
"10201",-80.22,26.14,17,1997
"10202",-80.38,27.42,56,1997
"10203",-82.31,29.6,130,1997
"10204",-81.49,30.42,81,1997
"10205",-80.15,26.99,119,1997
"10206",-81.39,28.21,15,1997
"10207",-81.85,28.03,22,1997
"10208",-81.34,27.26,90,1997
"10209",-81.52,27.89,120,1997
"10210",-81.99,29.75,69,1997
"10211",-80.68,28.62,15,1997
"10212",-82.24,27.23,14,1997
"10213",-81.76,26.13,57,1997
"10214",-82.74,28.07,71,1997
"10215",-82.69,28.26,80,1997
"10216",-87.37,30.33,168,1997
"10217",-87.15,30.45,109,1997
"10218",-81.01,29.06,5,1997
"10219",-82.05,26.92,115,1997
"10220",-81.32,29.93,7,1997
"10221",-80.55,27.85,83,1997
"10222",-84.22,30.15,109,1997
"10223",-82.68,27.8,30,1997
"10224",-82.5,27.28,19,1997
"10225",-80.25,27.18,73,1997
"10226",-82.46,28.01,21,1997
"10227",-84.24,30.53,92,1997
"10228",-80.42,27.67,20,1997
"10229",-82.38,27,146,1997
"10230",-80.13,26.57,28,1997
"10231",-81.37,28.79,91,1997
"10232",-81.3,29.05,31,1997
"10233",-84.42,31.43,83,1997
"10234",-83.38,33.93,44,1997
"10235",-84.67,33.97,66,1997
"10236",-82.02,33.44,5,1997
"10237",-84.63,30.88,27,1997
"10238",-84.84,32.82,71,1997
"10239",-81.47,30.82,40,1997
"10240",-85,32.59,27,1997
"10241",-84.97,34.77,2,1997
"10242",-81.43,31.11,54,1997
"10243",-81.29,31.68,28,1997
"10244",-83.67,32.83,25,1997
"10245",-82.13,30.8,29,1997
"10246",-84.62,33.35,49,1997
"10247",-83.75,33.09,128,1997
"10248",-81.12,31.64,115,1997
"10249",-81.47,31.47,84,1997
"10250",-89.02,37.72,5,1997
"10251",-88.97,38.13,1,1997
"10252",-86.4,39.02,1,1997
"10253",-93.5,32.29,23,1997
"10254",-89.8,30.48,63,1997
"10255",-91.12,30.37,66,1997
"10256",-92.06,31.51,109,1997
"10257",-93.11,29.82,21,1997
"10258",-92.36,30.11,134,1997
"10259",-92.24,32.66,57,1997
"10260",-93.71,29.8,18,1997
"10261",-92.1,30.19,36,1997
"10262",-91.9,31.23,6,1997
"10263",-92.81,30.06,217,1997
"10264",-93.06,31.82,17,1997
"10265",-89.92,30.02,6,1997
"10266",-92.38,30.76,272,1997
"10267",-90.47,30.09,58,1997
"10268",-93.39,29.85,59,1997
"10269",-93.89,32.54,89,1997
"10270",-90.09,30.42,304,1997
"10271",-90.75,29.82,11,1997
"10272",-89.48,29.34,2,1997
"10273",-70.62,41.65,2,1997
"10274",-70.73,42.61,1,1997
"10275",-70,41.72,1,1997
"10276",-71.43,42.43,1,1997
"10277",-70.52,41.36,0,1997
"10278",-70.09,41.29,1,1997
"10279",-70.87,41.6,1,1997
"10280",-70.6,41.87,18,1997
"10281",-71.03,41.87,1,1997
"10282",-76.51,39,1,1997
"10283",-76.79,38.99,1,1997
"10284",-75.76,38.03,9,1997
"10285",-75.84,38.91,1,1997
"10286",-76.19,39.14,1,1997
"10287",-75.21,38.31,22,1997
"10288",-76.5,38.34,3,1997
"10289",-77.03,38.48,2,1997
"10290",-75.73,38.33,7,1997
"10291",-76.25,38.75,2,1997
"10292",-70.48,43.44,1,1997
"10293",-70.03,43.82,1,1997
"10294",-90.2,36.98,3,1997
"10295",-90.13,34.76,11,1997
"10296",-91.18,31.75,12,1997
"10297",-89.7,33.81,13,1997
"10298",-89.32,31.31,62,1997
"10299",-90,32.45,126,1997
"10300",-88.74,30.43,22,1997
"10301",-88.72,32.47,51,1997
"10302",-91.38,31.62,8,1997
"10303",-88.78,33.27,67,1997
"10304",-89.5,30.29,116,1997
"10305",-90.29,33.34,5,1997
"10306",-89.72,34.47,24,1997
"10307",-88.7,34.23,9,1997
"10308",-90.91,32.31,4,1997
"10309",-90.99,33.1,2,1997
"10310",-63.92,46.12,1,1997
"10311",-79.4,36.07,2,1997
"10312",-82.4,35.6,2,1997
"10313",-75.55,35.78,5,1997
"10314",-76.93,35.47,19,1997
"10315",-75.61,35.22,9,1997
"10316",-79.06,35.91,53,1997
"10317",-78.89,36.09,71,1997
"10318",-81.13,35.26,2,1997
"10319",-79.84,36.12,17,1997
"10320",-77.24,35.59,2,1997
"10321",-82.55,35.34,0,1997
"10322",-80.9,35.9,3,1997
"10323",-79.04,35.7,215,1997
"10324",-75.72,36.03,1,1997
"10325",-76.13,35.45,30,1997
"10326",-76.71,34.76,46,1997
"10327",-77.08,35.05,6,1997
"10328",-76.65,35.14,8,1997
"10329",-80.05,35.12,43,1997
"10330",-76.45,35.77,1,1997
"10331",-78.66,35.76,65,1997
"10332",-77.57,36.4,4,1997
"10333",-78.82,35.41,22,1997
"10334",-78.03,33.94,37,1997
"10335",-81.57,35.3,7,1997
"10336",-80.87,35.44,38,1997
"10337",-81.02,36.34,9,1997
"10338",-79.32,35.22,289,1997
"10339",-82.24,35.21,6,1997
"10340",-77.98,35.32,57,1997
"10341",-77.89,34.14,26,1997
"10342",-80.31,36.08,0,1997
"10343",-70.83,42.98,1,1997
"10344",-75.2,39.33,2,1997
"10345",-74.88,39.01,2,1997
"10346",-74.15,40.02,7,1997
"10347",-74.91,40.64,1,1997
"10348",-74.46,39.44,1,1997
"10349",-74.74,39.77,1,1997
